1	200	15346	1
2	200	7555	1
3	200	10566	1
4	200	5812	1
5	200	9806	1
6	200	5292	1
7	200	61368	1
8	200	62773	1
9	200	63685	1
10	200	10063	1
11	200	63686	1
12	200	63458	1
13	200	7786	1
14	200	13756	1
15	200	2534	1
16	200	14081	1
17	200	7790	1
18	200	6039	1
19	200	9546	1
20	200	8784	1
21	200	64349	1
22	200	14102	1
23	200	2783	1
24	200	780	1
25	200	5798	1
26	200	7554	1
27	200	2528	1
28	200	8558	1
29	200	61132	1
30	200	49577	1
31	200	12598	1
32	200	60360	1
33	200	3033	1
34	200	52434	1
35	200	10522	1
36	200	64507	1
37	200	1281	1
38	200	7055	1
39	200	64367	1
40	200	62096	1
41	200	14585	1
42	200	13331	1
43	200	14513	1
44	200	781	1
45	200	6805	1
46	200	6801	1
47	200	7301	1
48	200	9808	1
49	200	15256	1
50	200	2284	1
51	200	7065	1
52	200	9780	1
53	200	9800	1
54	200	7566	1
55	200	61721	1
56	200	6039	1
57	200	14857	1
58	200	64471	1
59	200	1530	1
60	200	6546	1
61	200	64490	1
62	200	13326	1
63	200	6007	1
64	200	7019	1
65	200	15031	1
66	200	10537	1
67	200	43774	1
68	200	11308	1
69	200	10312	1
70	200	3768	1
71	200	7092	1
72	200	4802	1
73	200	53699	1
74	200	3789	1
75	200	15317	1
76	200	64377	1
77	200	1793	1
78	200	64463	1
79	200	3038	1
80	200	1534	1
81	200	64537	1
82	200	1028	1
83	200	64413	1
84	200	9253	1
85	200	51143	1
86	200	64364	1
87	200	11060	1
88	200	3272	1
89	200	61848	1
90	200	2790	1
91	200	5794	1
92	200	3037	1
93	200	7804	1
94	200	9576	1
95	200	13070	1
96	200	13512	1
97	200	13599	1
98	200	5801	1
99	200	62903	1
100	200	10326	1
101	200	11008	1
102	200	64432	1
103	200	7315	1
104	200	10286	1
105	200	2783	1
106	200	45697	1
107	200	6544	1
108	200	8320	1
109	200	8572	1
110	200	59952	1
111	200	6752	1
112	200	62297	1
113	200	13106	1
114	200	64422	1
115	200	64243	1
116	200	1530	1
117	200	9268	1
118	200	64334	1
119	200	8572	1
120	200	13093	1
121	200	62670	1
122	200	1029	1
123	200	61655	1
124	200	64421	1
125	200	64500	1
126	200	62660	1
127	200	2534	1
128	200	14818	1
129	200	9278	1
130	200	60669	1
131	200	64370	1
132	200	6307	1
133	200	24032	1
134	200	12063	1
135	200	4040	1
136	200	1528	1
137	200	42996	1
138	200	62995	1
139	200	47754	1
140	200	8492	1
141	200	11090	1
142	200	6546	1
143	200	13557	1
144	200	14067	1
145	200	60879	1
146	200	11073	1
147	200	6817	1
148	200	11057	1
149	200	4045	1
150	200	6271	1
151	200	64413	1
152	200	64356	1
153	200	34428	1
154	200	1528	1
155	200	10315	1
156	200	60869	1
157	200	3288	1
158	200	13323	1
159	200	6808	1
160	200	23499	1
161	200	64484	1
162	200	13854	1
163	200	64501	1
164	200	64548	1
165	200	12068	1
166	200	11317	1
167	200	64503	1
168	200	64184	1
169	200	10568	1
170	200	9031	1
171	200	13070	1
172	200	61631	1
173	200	7584	1
174	200	64442	1
175	200	14008	1
176	200	60408	1
177	200	64330	1
178	200	8296	1
179	200	13846	1
180	200	6049	1
181	200	11499	1
182	200	13825	1
183	200	1785	1
184	200	13581	1
185	200	14832	1
186	200	7045	1
187	200	64356	1
188	200	64579	1
189	200	5816	1
190	200	3033	1
191	200	6044	1
192	200	1786	1
193	200	15022	1
194	200	11082	1
195	200	64368	1
196	200	8545	1
197	200	13076	1
198	200	9305	1
199	200	11571	1
200	200	60495	1
201	200	11564	1
202	200	59898	1
203	200	15328	1
204	200	9294	1
205	200	11322	1
206	200	13327	1
207	200	64378	1
208	200	10273	1
209	200	60238	1
210	200	9046	1
211	200	6314	1
212	200	5773	1
213	200	3775	1
214	200	12300	1
215	200	2036	1
216	200	4557	1
217	200	64599	1
218	200	64485	1
219	200	9824	1
220	200	3286	1
221	200	64571	1
222	200	10311	1
223	200	15040	1
224	200	1785	1
225	200	64341	1
226	200	7055	1
227	200	7564	1
228	200	13053	1
229	200	1541	1
230	200	2294	1
231	200	4017	1
232	200	64539	1
233	200	2806	1
234	200	8062	1
235	200	11280	1
236	200	9815	1
237	200	9578	1
238	200	64410	1
239	200	10318	1
240	200	64316	1
241	200	8757	1
242	200	64402	1
243	200	7055	1
244	200	13565	1
245	200	4039	1
246	200	61941	1
247	200	2033	1
248	200	11073	1
249	200	64415	1
250	200	4051	1
251	200	64590	1
252	200	15597	1
253	200	5799	1
254	200	62494	1
255	200	62130	1
256	200	6046	1
257	200	14371	1
258	200	21527	1
259	200	3786	1
260	200	2781	1
261	200	14566	1
262	200	8041	1
263	200	60003	1
264	200	64414	1
265	200	14267	1
266	200	15235	1
267	200	64370	1
268	200	13082	1
269	200	64482	1
270	200	5807	1
271	200	9565	1
272	200	12012	1
273	200	7000	1
274	200	64322	1
275	200	4265	1
276	200	12269	1
277	200	6545	1
278	200	64533	1
279	200	8543	1
280	200	10040	1
281	200	11580	1
282	200	4311	1
283	200	9082	1
284	200	10568	1
285	200	10573	1
286	200	9811	1
287	200	63472	1
288	200	1032	1
289	200	9005	1
290	200	64423	1
291	200	38262	1
292	200	11083	1
293	200	64430	1
294	200	5795	1
295	200	64570	1
296	200	14061	1
297	200	61858	1
298	200	15110	1
299	200	9050	1
300	200	13070	1
