3	200	51200	0
4	200	51200	0
2	200	51200	0
1	200	51200	0
9	200	3966	1
8	200	3966	1
6	200	51200	0
11	200	51200	0
5	200	51200	0
20	200	3966	1
15	200	18446	1
7	200	3966	1
17	200	11206	1
12	200	51200	0
13	200	51200	0
16	200	47406	1
19	200	3966	1
10	200	51200	0
18	200	51200	0
14	200	51200	0
22	200	51200	0
21	200	3966	1
25	200	51200	0
24	200	51200	0
28	200	51200	0
23	200	51200	0
31	200	3966	1
26	200	51200	0
29	200	51200	0
27	200	51200	0
30	200	51200	0
35	200	51200	0
39	200	51200	0
32	200	51200	0
38	200	3966	1
37	200	51200	0
34	200	51200	0
36	200	3966	1
33	200	47406	1
40	200	3966	1
42	200	51200	0
41	200	32926	1
43	200	51200	0
44	200	32926	1
45	200	47406	1
46	200	51200	0
47	200	51200	0
48	200	3966	1
50	200	51200	0
49	200	51200	0
51	200	51200	0
52	200	3966	1
53	200	51200	0
54	200	3966	1
58	200	51200	0
59	200	51200	0
56	200	51200	0
60	200	3966	1
57	200	3966	1
55	200	51200	0
61	200	3966	1
62	200	3966	1
63	200	51200	0
64	200	3966	1
65	200	51200	0
66	200	51200	0
67	200	51200	0
68	200	51200	0
69	200	3966	1
71	200	51200	0
70	200	51200	0
72	200	3966	1
73	200	51200	0
74	200	3966	1
76	200	3966	1
79	200	3966	1
75	200	51200	0
78	200	51200	0
80	200	51200	0
77	200	51200	0
82	200	51200	0
81	200	51200	0
83	200	51200	0
85	200	3966	1
84	200	51200	0
86	200	3966	1
87	200	51200	0
89	200	11206	1
88	200	51200	0
90	200	51200	0
91	200	51200	0
93	200	51200	0
94	200	18446	1
92	200	11206	1
96	200	51200	0
95	200	3966	1
97	200	51200	0
98	200	51200	0
99	200	51200	0
100	200	51200	0
